Time,Region,UserName,ETSMember,ETSServiceAuto,ETSQuestionAuto,AnswerHit,ETSQuesionManual,UserSays,UserSaysLower,JARVISAnswerKB,KBpageId,KBurl,KBWikiPosition,JARVISAnswerForm,SessionId
2020-07-08T00:01:27.148211Z,NABU,,,,,,,distribution,distribution,,,,,,33d1755f-ae5d-4785-93f3-055f0471c1b2
2020-07-08T00:01:28.67042Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,33d1755f-ae5d-4785-93f3-055f0471c1b2
2020-07-08T00:08:18.727724Z,NABU,,,,,,,ditr,ditr,,,,,,89ce983d-7215-468d-b39d-4b454b910d4e
2020-07-08T00:08:20.020287Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,89ce983d-7215-468d-b39d-4b454b910d4e
2020-07-08T00:15:12.000351Z,PH,,,,,,,PLS Customer Information Change,pls customer information change,How to Request for a Port Configuration?,,,,PLS Customer Information Change,a1bba550-b5ba-4cd7-b09d-60e285758f1a
2020-07-08T00:20:29.977014Z,JP,,,,,,,history,history,Zoom : IM Settings & Feature - MAC,,,,,314d953c-47cd-448f-9245-519ab085471b
2020-07-08T00:32:54.863058Z,PH,,,,,,,gsd-77530,gsd-77530,Global IT Contact Info,,,,,765ab531-80e2-4954-8ce3-3c49426ca8a6
2020-07-08T00:36:04.314593Z,PH,,,,,,,PLS Customer Information Change,pls customer information change,How to Request for a Port Configuration?,,,,PLS Customer Information Change,1b4b1b6f-f57d-4a83-9416-bbedadfa210c
2020-07-08T00:43:12.820565Z,PH,,,,,,,Modify member from a existing DL,modify member from a existing dl,Updating Global Address Book,,,,Modify Distribution List Member,c1a021af-ba0c-4e8e-820e-3238f15649fd
2020-07-08T00:43:13.040759Z,PH,,,,,,,add to mail DL,add to mail dl,,,,,,c1a021af-ba0c-4e8e-820e-3238f15649fd
2020-07-08T00:43:50.617199Z,PH,,,,,,,add new member to email DL,add new member to email dl,Modify distribution list in MS outlook 2016,,,,Modify Distribution List Member,c1a021af-ba0c-4e8e-820e-3238f15649fd
2020-07-08T00:46:00.594745Z,PH,,,,,,,frsnet,frsnet,,,,,Create FRS User account,5bf4fb5d-09ec-4981-8b06-67f2ccac420d
2020-07-08T00:57:28.453329Z,PH,,,,,,,frsnet access,frsnet access,How Do I Request for a Symposium Web Access,,,,Create FRS User account,64e90da4-385d-4d53-9eff-b9d73d15af30
2020-07-08T00:58:51.048958Z,PH,,,,,,,frs,frs,,,,,Anti-Malware Service System (AMSS),cf55e020-9136-44ce-9b1c-b62553b8ab7e
2020-07-08T00:58:57.091761Z,PH,,,,,,,frsnet,frsnet,,,,,Create FRS User account,cf55e020-9136-44ce-9b1c-b62553b8ab7e
2020-07-08T01:06:40.837504Z,TW,,,,,,,DL,dl,Acronym Info,,,,Distribution List,d496eb9b-b114-48fb-b639-e4c41097dd4b
2020-07-08T01:11:03.552313Z,JP,,,,,,,SFDC,sfdc,JP SalesForce,,,,Salesforce CRM and PRM,6001ec6d-301c-4a00-a95a-3f48ff766a14
2020-07-08T01:25:27.567256Z,PH,,,,,,,gsd-77530,gsd-77530,Global IT Contact Info,,,,,4534adb2-f3c3-48c3-a5be-a7021a96e0cf
2020-07-08T01:25:31.510817Z,APAC,charlie_cao,Yes,Nexus,Yes,,,Nexus,nexus,ETS Nexus Service Introduction,,,,,020549a5-cecf-4229-b611-f179b0135cf3
2020-07-08T01:25:57.881989Z,APAC,charlie_cao,Yes,VCM,Yes,,,Github,github,00. How to Request the GitHub EE,,,,Digital Hub,020549a5-cecf-4229-b611-f179b0135cf3
2020-07-08T01:30:30.66353Z,PH,,,,,,,RSNET,rsnet,,,,,,e9840dfc-a6cf-4d24-a298-34a6fe0c7d0c
2020-07-08T01:44:19.554239Z,PH,,,,,,,vcenter access,vcenter access,How Do I Request for a Symposium Web Access,,,,VMware License Request,e54f21e6-0853-45b2-ac1b-0fed5d3fbef9
2020-07-08T01:44:34.158558Z,APAC,,,,,,,xdr demo cloud,xdr demo cloud,XDR,,,,Provision Trend employee into XDR Demo Cloud,6a8893fb-f7e1-4412-b069-19dca1c9daaa
2020-07-08T01:47:26.28888Z,APAC,,,,,,,external account,external account,MyToken/DUO/RSA SecurID: Setup Security Questions for External Accounts,,,,Account for External Party,598a0e33-bc5c-456f-b2d3-f6a5a0b0a923
2020-07-08T01:51:25.055827Z,TW,,,,,,,access gateway,access gateway,Lab windows remote desktop gateway,,,,SaaS and Cloud Services - Shared Service Request,5afefede-beb1-4f72-a6ab-f1b606c3a80b
2020-07-08T01:51:51.555236Z,PH,,,,,,,"Hi, please check my machine at 70407 and turn it on. I can't access the machine with IP 10.5.62.11. Thank you.","hi, please check my machine at 70407 and turn it on. i can't access the machine with ip 10.5.62.11. thank you.",[PH-WFH] Machine Transport Request,,,,Desktop / Laptop (PH),9d9332dd-eaf8-41d9-b0c9-faacc69b36a9
2020-07-08T01:57:38.744932Z,CN,,,,,,,ssl certificate,ssl certificate,Trend Micro SSL : FAQ,,,,SSL Certificate,fb7e103d-f1a9-4213-bcbc-360b8fb27792
2020-07-08T01:58:08.943578Z,TW,benson_sy,No,VCM,Yes,,,github access,github access,00. How to Request the GitHub EE,,,,Digital Hub,ea13cc46-284e-487a-ae35-bd0bfc8140ab
2020-07-08T02:02:54.453009Z,TW,,,,,,,è«‹å‡,è«‹å‡,Summary List of ,,,,TW Leave System,b86ecae6-7ae0-4220-b607-6602d04c2ec5
2020-07-08T02:03:40.296201Z,TW,,,,,,,tw leave system,tw leave system,,,,,TW Leave System,b86ecae6-7ae0-4220-b607-6602d04c2ec5
2020-07-08T02:04:44.515687Z,TW,,,,,,,tw leave system url,tw leave system url,,,,,,b86ecae6-7ae0-4220-b607-6602d04c2ec5
2020-07-08T02:09:35.577276Z,PH,,,,,,,leave,leave,PH Leave Info,,,,,b4d23c62-2f20-4794-9ece-1d9420d60cbd
2020-07-08T02:10:17.787093Z,PH,,,,,,,birthday leave,birthday leave,PH Leave Info,,,,Workday,b4d23c62-2f20-4794-9ece-1d9420d60cbd
2020-07-08T02:24:17.515577Z,TW,,,,,,,å¥ä¿,å¥ä¿,ã€Qã€‘Where can I find NHI Premium table (å¥ä¿è²»ç”¨å°ç…§è¡¨)?,,,,NHI Enrollment/Withdrawal Application  å…¨æ°‘å¥åº·ä¿éšªå“¡å·¥çœ·å±¬åŠ ä¿/é€€ä¿ç”³è«‹,668e6dc9-88cf-40af-a9bd-3893e5856830
2020-07-08T02:29:05.08284Z,JP,,,,,,,RTL work space,rtl work space,,,,,,e70c95ae-341b-459b-bd46-c8e893e238cf
2020-07-08T02:29:11.455858Z,CN,,,,,,,join dl,join dl,Modify distribution list in MS outlook 2016,,,,Distribution List,ae2a0200-de38-4c98-ba86-1154cb095aed
2020-07-08T02:29:18.236435Z,JP,,,,,,,collection tool,collection tool,,,,,,e70c95ae-341b-459b-bd46-c8e893e238cf
2020-07-08T02:30:19.704695Z,JP,,,,,,,TSO,tso,,,,,,5d1484fd-d4e3-4b50-8bf8-9778babad877
2020-07-08T02:30:22.291998Z,PH,,,,,,,administrative permission,administrative permission,[Microsoft]How to apply permission for MS APP,,,,,dde2f90d-3228-4db7-b6db-b1f705f9246a
2020-07-08T02:30:40.075257Z,PH,,,,,,,admin permission,admin permission,,,,,,dde2f90d-3228-4db7-b6db-b1f705f9246a
2020-07-08T02:31:00.380083Z,PH,,,,,,,administrative access permission,administrative access permission,How Do I Request for a Symposium Web Access,,,,Administrative Access Permission,dde2f90d-3228-4db7-b6db-b1f705f9246a
2020-07-08T02:32:40.471122Z,JP,,,,,,,RTL,rtl,,,,,RTL Workspace,5d1484fd-d4e3-4b50-8bf8-9778babad877
2020-07-08T02:32:55.716858Z,TW,,,,,,,members inÂ All of Global MDR Operations,members inÂ all of global mdr operations,Modify distribution list in MS outlook 2016,,,,,d915e4fb-e255-438b-bfe2-b8c918d8d449
2020-07-08T02:39:41.695812Z,TW,,,,,,,å–ªå‡,å–ªå‡,"ã€Qã€‘How can I apply for bereavement leave, and how to apply for these?(å–ªå‡)",,,,TW Leave System,a5bf350c-376c-4968-8f7e-08d4dda9e2bf
2020-07-08T02:40:17.530771Z,JP,,,,,,,ãƒ‘ãƒ–ãƒªãƒƒã‚·ãƒ¥æ¨©é™,ãƒ‘ãƒ–ãƒªãƒƒã‚·ãƒ¥æ¨©é™,,,,,,0446f067-0629-4a7f-b9fe-556628db7216
2020-07-08T02:42:00.205479Z,JP,,,,,,,hi,hi,,,,,,d776a1c9-e640-493a-bff3-3a1eaa068075
2020-07-08T02:44:06.694628Z,TW,,,,,,,VPN profile,vpn profile,How to connect to a Virtual Private Network (VPN)?,,,,,d3359451-fa7e-4a36-a54e-8c35dca5e673
2020-07-08T02:46:25.156837Z,TW,,,,,,,"Update info of ""binding Cognito with ADFS""","update info of ""binding cognito with adfs""",,,,,SSO,86b8bbab-4758-4331-89d0-2bce21bcc7b1
2020-07-08T02:48:16.156161Z,JP,,,,,,,pagerduty,pagerduty,,,,,,1d3dfb5c-9371-4baa-83c9-32eec04e207e
2020-07-08T02:48:37.01896Z,TW,,,,,,,vr,vr,PLVRS,,,,,f00c0c51-6054-453c-8662-859e12bb8093
2020-07-08T03:00:19.335928Z,TW,,,,,,,hi,hi,,,,,,562cff34-8b38-4c98-b6f2-9467c633be38
2020-07-08T03:00:29.652228Z,TW,,,,,,,hi,hi,,,,,,562cff34-8b38-4c98-b6f2-9467c633be38
2020-07-08T03:01:02.364629Z,TW,,,,,,,hi,hi,,,,,,562cff34-8b38-4c98-b6f2-9467c633be38
2020-07-08T03:03:57.548283Z,MMEA,,,,,,,what is XDR,what is xdr,,,,,Provision Trend employee into XDR Demo Cloud,9ebf5d61-0556-46ea-8f06-61fe708a7166
2020-07-08T03:07:50.882175Z,JP,,,,,,,ãƒ•ã‚©ãƒ«ãƒ€å¾©å…ƒ,ãƒ•ã‚©ãƒ«ãƒ€å¾©å…ƒ,,,,,,8e8bab05-edef-4f42-8592-56641ec7a399
2020-07-08T03:17:27.490736Z,CN,,,,,,,create DL,create dl,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,Create Distribution List,d135683e-f8b7-43d3-af6f-08d6837f5578
2020-07-08T03:23:53.809086Z,TW,,,,,,,DL,dl,Acronym Info,,,,Distribution List,7068c941-0ef5-4901-a0ab-22f6da0898cd
2020-07-08T03:27:47.644917Z,CN,,,,,,,hi,hi,,,,,,e6498432-3ed3-4a5a-96b4-873a4e1e27ae
2020-07-08T03:28:17.58401Z,CN,,,,,,,hi,hi,,,,,,e6498432-3ed3-4a5a-96b4-873a4e1e27ae
2020-07-08T03:29:01.827571Z,CN,,,,,,,I want to require access permission forÂ https://app.deepsecurity.trendmicro.com/,i want to require access permission forÂ https://app.deepsecurity.trendmicro.com/,,,,,,e6498432-3ed3-4a5a-96b4-873a4e1e27ae
2020-07-08T03:32:55.792697Z,PH,,,,,,,I have a SalesForce concern,i have a salesforce concern,Sales Hub Info,,,,,1e1559f2-832c-4e86-b1c8-3d8714beefcc
2020-07-08T03:32:57.096934Z,CN,,,,,,,DCS,dcs,,,,,DCS Accounts,fc786f77-b2cc-4669-af29-02f8e3211b98
2020-07-08T03:33:28.287408Z,PH,,,,,,,SFDC issue,sfdc issue,ADFS SSO for SFDC,,,,Salesforce CRM and PRM,1e1559f2-832c-4e86-b1c8-3d8714beefcc
2020-07-08T03:35:21.745402Z,TW,,,,,,,name card,name card,,,,,Business Card Request,b2c5a4e9-2f9d-4262-8d7a-b5a9533d6730
2020-07-08T03:51:30.007941Z,TW,,,,,,,æ‹–éž‹,æ‹–éž‹,,,,,,16dfa18e-23d8-4efa-afb5-d88575e09044
2020-07-08T03:51:48.051991Z,TW,,,,,,,slipper,slipper,,,,,,16dfa18e-23d8-4efa-afb5-d88575e09044
2020-07-08T03:53:26.285257Z,TW,,,,,,,dl,dl,Acronym Info,,,,Distribution List,afa73658-0f10-4cda-be38-b95b7a5405c3
2020-07-08T03:56:40.585313Z,TW,,,,,,,bsp,bsp,,,,,Business Support Portal,20806946-2e12-4964-9991-7a62fc51f95d
2020-07-08T03:58:02.278877Z,JP,,,,,,,hi,hi,,,,,,5a875572-f3ad-490d-a1ba-50e70882a644
2020-07-08T04:09:28.171447Z,PH,,,,,,,Product cloud,product cloud,,,,,Product Cloud,1bd1ce64-08b5-4ec1-80e6-9bea5e69af31
2020-07-08T04:10:55.207207Z,TW,,,,,,,"Update info of ""binding Cognito with ADFS""","update info of ""binding cognito with adfs""",,,,,SSO,c4200e6e-95db-456f-98c2-99882f2dffb7
2020-07-08T04:17:36.694807Z,PH,,,,,,,zoom upgrade,zoom upgrade,Zoom: Zoom Pro Account Demotion to Basic Account,,,,Zoom Request,88458bc6-0df4-472d-bfed-597b719ee6e7
2020-07-08T04:21:12.796885Z,PH,,,,,,,product cloud,product cloud,,,,,Product Cloud,2e2aa606-1fa1-4b1d-bbb1-647fe6e14696
2020-07-08T04:21:35.759753Z,PH,,,,,,,Product Cloud,product cloud,,,,,Product Cloud,4ff80cbc-5d29-476d-9e1d-2b575402b26c
2020-07-08T04:36:09.256731Z,APAC,,,,,,,XDR Demo,xdr demo,XDR,,,,Provision Trend employee into XDR Demo Cloud,b54b8c69-c694-4e62-be5e-c81839674f54
2020-07-08T04:37:12.051699Z,APAC,,,,,,,xdr demo,xdr demo,XDR,,,,Provision Trend employee into XDR Demo Cloud,492a4926-b0b9-4f4f-8c25-582290b60f27
2020-07-08T04:54:42.64481Z,PH,,,,,,,reimbursement,reimbursement,PH BPM ITPR Info,,,,,85f95829-499f-4ccf-87c8-faac72170368
2020-07-08T04:57:14.98711Z,PH,,,,,,,GRID â€“ Whitelisting (GFR),grid â€“ whitelisting (gfr),,,,,GRID â€“ Whitelisting (GFR),562d7038-9a03-4e9b-9e40-3431a4f853cf
2020-07-08T05:34:16.879217Z,PH,,,,,,,meeting room,meeting room,Zoom : Setting up the Personal Meeting ID (PMI),,,,PH Meeting Room Reservation,3b6712ab-dff6-40a6-8ff0-bc701edcb389
2020-07-08T05:34:38.05578Z,TW,,,,,,,meeting room,meeting room,Zoom : Setting up the Personal Meeting ID (PMI),,,,PH Meeting Room Reservation,3b6712ab-dff6-40a6-8ff0-bc701edcb389
2020-07-08T05:34:47.861267Z,TW,,,,,,,meeting room,meeting room,Zoom : Setting up the Personal Meeting ID (PMI),,,,PH Meeting Room Reservation,3b6712ab-dff6-40a6-8ff0-bc701edcb389
2020-07-08T05:35:32.762247Z,TW,,,,,,,telephone port,telephone port,Zoom : Joining meeting by Telephone,,,,TW New/Fix Phone,9730be2c-c1a5-48ea-a908-120edfcf4723
2020-07-08T05:36:40.88363Z,TW,,,,,,,change seat,change seat,,,,,Update My Seat Information,9730be2c-c1a5-48ea-a908-120edfcf4723
2020-07-08T05:38:44.847869Z,PH,,,,,,,powerbox,powerbox,,,,,PowerBox Service,745b6614-9769-48f2-a848-379dffc8eff9
2020-07-08T05:40:48.743989Z,PH,,,,,,,product cloud,product cloud,,,,,Product Cloud,745b6614-9769-48f2-a848-379dffc8eff9
2020-07-08T05:58:50.577453Z,PH,,,,,,,Help install app,help install app,Connecting Mac Computer to AP2000 in Trend Micro PH Site,,,,Trend Store,80e9f243-3558-408a-bbbc-97dca0a15aeb
2020-07-08T05:59:27.139808Z,PH,,,,,,,install on computer,install on computer,Connecting Mac Computer to AP2000 in Trend Micro PH Site,,,,Desktop / Laptop (PH),80e9f243-3558-408a-bbbc-97dca0a15aeb
2020-07-08T06:04:20.173937Z,PH,,,,,,,admin account prod,admin account prod,Request for a Webex Account,,,,Administrative Access Permission,80e9f243-3558-408a-bbbc-97dca0a15aeb
2020-07-08T06:06:34.891959Z,PH,,,,,,,request install,request install,Connecting Mac Computer to AP2000 in Trend Micro PH Site,,,,Software Install/Uninstall/Configure,60fbaa57-3621-4e7c-828b-b7769af80966
2020-07-08T06:09:54.425479Z,PH,,,,,,,desktop,desktop,How to RDP in RGW for Windows,,,,Desktop / Laptop (PH),eaa5785f-368a-4bed-a4a7-c9939542d031
2020-07-08T06:11:56.447205Z,TW,,,,,,,EDR,edr,Acronym Info,,,,,19283120-8c17-4c94-98fa-4d6655098d50
2020-07-08T06:12:16.24437Z,TW,,,,,,,What does EDR stand for?,what does edr stand for?,,,,,,19283120-8c17-4c94-98fa-4d6655098d50
2020-07-08T06:13:44.518528Z,APAC,,,,,,,license,license,,,,,MS software license request,bf1f8d99-5bf3-4cb2-b17e-173a0b440065
2020-07-08T06:18:50.555436Z,TW,leon_c_chen,No,VCM,Yes,,,github account,github account,00. How to Request the GitHub EE,,,,Domain Account,3505f778-4220-4428-a111-fcdee2b40a73
2020-07-08T06:19:50.869964Z,TW,,,,,,,ac key,ac key,,,,,TM Product License Request,05685848-2182-4f75-ac54-f227c66d9787
2020-07-08T06:27:08.590235Z,PH,,,,,,,VDI,vdi,How to set up VDI Workspace,,,,General Network,c2501961-773e-43a4-b8a3-4dd083953843
2020-07-08T06:31:56.31155Z,TW,,,,,,,ishare,ishare,iShare,,,,JARVIS Wiki,3af7d12f-1d5a-4481-a513-2879939d2c07
2020-07-08T06:36:24.498557Z,PH,,,,,,,DCS,dcs,,,,,DCS Accounts,0ef0ecd2-f2c0-4743-830d-c6f9dd5020c7
2020-07-08T06:38:46.370163Z,PH,,,,,,,clp,clp,,,,,PLS Customer Information Change,dad7e2a5-3544-4dc9-9780-b86a525c3768
2020-07-08T06:40:20.596944Z,PH,,,,,,,DCS,dcs,,,,,DCS Accounts,c3624efd-e008-4648-8b9f-551ef4b64d46
2020-07-08T06:53:19.089072Z,Europe,,,,,,,upload file,upload file,Akamai Service Info,,,,Download Center,12023da7-b0cc-449c-82e3-fc31023885b9
2020-07-08T06:55:50.206371Z,TW,,,,,,,. what is black duck?,. what is black duck?,,,,,,537c3aed-aa26-4470-a803-91cd936c9abf
2020-07-08T06:58:39.514189Z,TW,,,,,,,dojo,dojo,,,,,,b233cf9c-9310-4253-addc-cd250de4610d
2020-07-08T06:59:11.42325Z,TW,,,,,,,service access request,service access request,,,,,,b233cf9c-9310-4253-addc-cd250de4610d
2020-07-08T07:01:29.4109Z,TW,,,,,,,office port,office port,Workstation Transfer Request ( DV and DT Ports) PH Site,,,,TW ADM Service,2d86809d-7f57-4458-8ad2-fe375dd05e37
2020-07-08T07:05:22.495696Z,Europe,,,,,,,Create a new distribution list,create a new distribution list,Modify distribution list in MS outlook 2016,,,,Create Distribution List,bce3f661-4774-4df6-9a76-87a66b0a6360
2020-07-08T07:14:32.147611Z,PH,,,,,,,Rename distribution list,rename distribution list,Modify distribution list in MS outlook 2016,,,,Create Distribution List,9803ccc2-a3f4-4b74-aa16-4e17db5b0440
2020-07-08T07:14:36.325656Z,PH,,,,,,,tm product license,tm product license,,,,,,9803ccc2-a3f4-4b74-aa16-4e17db5b0440
2020-07-08T07:14:44.890216Z,PH,,,,,,,tm product license,tm product license,Request for MSDN License and Other Licenses for Non-standard Applications,,,,TM Product License,9803ccc2-a3f4-4b74-aa16-4e17db5b0440
2020-07-08T07:14:55.028347Z,PH,,,,,,,connect to production network,connect to production network,Connecting iOS device to AP2000 (Available for TW and PH office),,,,SaaS and Cloud Services - Network Request,24f024c5-0a18-431b-a65a-e34071311772
2020-07-08T07:16:15.960725Z,PH,,,,,,,video player,video player,è¶¨å‹¢å½±éŸ³ (Trend Video),,,,,b667c2a8-eb6a-44e7-a4ec-fc322ef032fd
2020-07-08T07:16:34.951014Z,TW,,,,,,,modify DL,modify dl,Modify distribution list in MS outlook 2016,,,,Change Distribution List Owner,62303c01-f1c6-429b-aede-d5fcc62a8628
2020-07-08T07:17:29.219888Z,TW,,,,,,,pac,pac,,,,,Polaris (PAC),42955b26-1fbd-480a-9c6b-afd94f3b626e
2020-07-08T07:18:19.201188Z,PH,,,,,,,media player,media player,,,,,,b667c2a8-eb6a-44e7-a4ec-fc322ef032fd
2020-07-08T07:18:32.457139Z,PH,,,,,,,media player,media player,,,,,,b667c2a8-eb6a-44e7-a4ec-fc322ef032fd
2020-07-08T07:24:16.863235Z,PH,,,,,,,install request,install request,Connecting Mac Computer to AP2000 in Trend Micro PH Site,,,,Software Install/Uninstall/Configure,ebe1e53f-0ddd-4c66-866a-021955f256fc
2020-07-08T07:25:21.478629Z,TW,,,,,,,GISS help,giss help,Global IT Contact Info,,,,JARVIS Concierge,8cbadbda-e4cd-4935-854c-49533dfc0c9b
2020-07-08T07:25:33.259113Z,TW,,,,,,,GIS help,gis help,Global IT Contact Info,,,,DCS Helpdesk,8cbadbda-e4cd-4935-854c-49533dfc0c9b
2020-07-08T07:31:53.753307Z,TW,,,,,,,create DL,create dl,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,,,,Create Distribution List,8d10e077-2897-445e-a010-bd10a6413278
2020-07-08T07:31:54.822007Z,Europe,,,,,,,product cloud,product cloud,,,,,Product Cloud,e500d25e-e3f7-4e7b-91e0-aad52e28ecaf
2020-07-08T07:35:24.804282Z,PH,,,,,,,tip,tip,,,,,Threat Investigation Portal (TIP),a9874349-6ee3-4bc3-aad4-9d087bb33f7f
2020-07-08T07:35:42.679855Z,PH,,,,,,,tip link,tip link,,,,,,a9874349-6ee3-4bc3-aad4-9d087bb33f7f
2020-07-08T07:41:34.979459Z,TW,,,,,,,Modify member from a existing DL,modify member from a existing dl,Modify distribution list in MS outlook 2016,,,,Modify Distribution List Member,79418390-60c3-4521-a14d-0a614ebbead0
2020-07-08T07:41:43.017346Z,TW,,,,,,,main dl,main dl,,,,,,79418390-60c3-4521-a14d-0a614ebbead0
2020-07-08T07:43:10.328485Z,JP,,,,,,,onedrive,onedrive,How to Sign in to OneDrive via Client App,,,,Office365/OneDrive,0bbe781e-3c67-48bd-adf1-5df1b3a17054
2020-07-08T07:43:36.535121Z,CN,,,,,,,dl,dl,Acronym Info,,,,Distribution List,8aa470cc-73a3-492e-bb47-57b8f7d8934e
2020-07-08T07:46:07.783582Z,CN,,,,,,,dl,dl,Acronym Info,,,,Distribution List,272661a0-6b37-432b-a7f7-8f27db5750f1
2020-07-08T07:47:00.035067Z,JP,,,,,,,TM Product License,tm product license,Titanium License for Employee,,,,TM Product License,78cc8013-f4fa-4185-98e9-3651d0d838c0
2020-07-08T07:47:02.596881Z,PH,,,,,,,clp,clp,,,,,PLS Customer Information Change,25e15ec2-12f8-4cb4-ad8a-8718187e1ea7
2020-07-08T07:53:50.258172Z,Europe,,,,,,,xdr demo,xdr demo,XDR,,,,Provision Trend employee into XDR Demo Cloud,7fc1019e-423e-4fe0-86a3-fe4d0b795247
2020-07-08T07:57:18.981228Z,TW,,,,,,,DL,dl,Acronym Info,,,,Distribution List,c259ef00-eeaa-4441-959a-72f7ae3b65bc
2020-07-08T08:10:22.303572Z,PH,,,,,,,phone support,phone support,Transferring my Phone Line,,,,,90afa7ad-6bcb-48c3-a75c-f718609cda73
2020-07-08T08:10:57.558903Z,PH,,,,,,,call center,call center,Using Company Phone to Call-Out (PH Office),,,,PH Phone,90afa7ad-6bcb-48c3-a75c-f718609cda73
2020-07-08T08:12:04.550846Z,TW,,,,,,,change DL owner,change dl owner,Modify distribution list in MS outlook 2016,,,,Change Distribution List Owner,c661e8b4-17e2-4ee6-a130-dff474d39895
2020-07-08T08:15:52.148898Z,TW,,,,,,,monitis monitor,monitis monitor,Monitor User Guide,,,,TW Computer Configuration,6510701f-7a7e-45f8-be26-763a5402dfee
2020-07-08T08:20:02.559617Z,PH,,,,,,,sdfgsdg,sdfgsdg,,,,,,506602dc-89d3-4926-8d1a-796726467b91
2020-07-08T08:20:51.05533Z,Europe,,,,,,,update email contact,update email contact,Reporting Spam Emails to Infosec,,,,Mailbox/Outlook,2aa5a4fb-a9e3-4f15-bb42-5ac7aaef169b
2020-07-08T08:21:15.898361Z,Europe,,,,,,,update global address entry,update global address entry,,,,,,2aa5a4fb-a9e3-4f15-bb42-5ac7aaef169b
2020-07-08T08:23:16.258903Z,TW,,,,,,,onedrive,onedrive,How to Sign in to OneDrive via Client App,,,,Office365/OneDrive,88f07c19-8b91-447d-9886-c0c45a2107b0
2020-07-08T08:25:13.948399Z,CN,,,,,,,DL,dl,Acronym Info,,,,Distribution List,cd4f32b5-f368-4079-9682-37aac1e35d51
2020-07-08T08:29:34.369448Z,CN,,,,,,,Rename distribution list,rename distribution list,Modify distribution list in MS outlook 2016,,,,Create Distribution List,7d467fae-acb7-4a3e-8b4f-84bce68ba189
2020-07-08T08:29:40.53288Z,CN,,,,,,,create distru,create distru,,,,,,7d467fae-acb7-4a3e-8b4f-84bce68ba189
2020-07-08T08:36:27.8147Z,TW,,,,,,,GCP account,gcp account,,,,,Domain Account,2f90c36c-c0bd-4a01-b4b7-8a4b25083575
2020-07-08T08:39:30.905086Z,APAC,,,,,,,GIS,gis,Acronym Info,,,,DCS Helpdesk,34911e1e-9582-487c-8385-c2ce914a9c18
2020-07-08T08:44:37.258461Z,TW,,,,,,,GIS,gis,Acronym Info,,,,DCS Helpdesk,8550f8f8-b2c2-4d7c-b6c0-bf27ae448f0a
2020-07-08T08:52:10.64286Z,TW,tim_shih,No,Infra,Yes,,,infra network routing,infra network routing,Removing Wireless Network Profile on Windows 10,,,,,483c566b-528f-4d6b-8165-fa6502e2fbce
2020-07-08T08:52:28.147857Z,TW,tim_shih,No,Infra,No,,,internet issue,internet issue,,,,,General Network,483c566b-528f-4d6b-8165-fa6502e2fbce
2020-07-08T08:54:21.080161Z,TW,,,,,,,GCP,gcp,,,,,SaaS and Cloud Services - Public Cloud Request,9ddfa62b-4d45-481c-ab57-d7af171b7954
2020-07-08T08:55:07.056941Z,TW,,,,,,,fireware,fireware,,,,,,dad7e05b-4072-4082-9231-c5dd8bd0ae91
2020-07-08T09:00:07.145194Z,Europe,,,,,,,I need to have access on Sales Force TM Service console,i need to have access on sales force tm service console,Sales Hub Info,,,,,4b7e763a-1764-47fc-9339-72925d9409fb
2020-07-08T09:01:01.609492Z,NABU,,,,,,,CLP Serv,clp serv,,,,,,18653692-665c-4fe6-b26a-b42a8e47f946
2020-07-08T09:01:08.637623Z,NABU,,,,,,,CLP,clp,,,,,PLS Customer Information Change,18653692-665c-4fe6-b26a-b42a8e47f946
2020-07-08T09:02:01.961416Z,PH,,,,,,,phones,phones,Transferring my Phone Line,,,,PH Phone,3bc470b5-08a3-4b17-811e-8053bba05ffd
2020-07-08T09:03:53.773815Z,PH,,,,,,,hello call center team,hello call center team,Using Company Phone to Call-Out (PH Office),,,,,13d6bb93-30da-4960-b669-f5da7fe0d3ef
2020-07-08T09:09:05.828707Z,TW,,,,,,,NABU,nabu,NABU 911,,,,,83ba4582-04f0-400a-9114-244ba037b082
2020-07-08T09:09:19.912364Z,TW,,,,,,,AMEA,amea,,,,,,83ba4582-04f0-400a-9114-244ba037b082
2020-07-08T09:09:36.700587Z,TW,,,,,,,what is AMEA,what is amea,,,,,,83ba4582-04f0-400a-9114-244ba037b082
2020-07-08T09:12:02.384166Z,PH,,,,,,,firewall,firewall,How to Request for a Port Configuration?,,,,Firewall/L4/IP service,f223d5a2-ae8a-457b-9697-fe025cb8a127
2020-07-08T09:13:00.536209Z,TW,,,,,,,firewall,firewall,,,,,Firewall/L4/IP service,b847fd50-8ce2-4a25-97da-69d9784a7cdc
2020-07-08T09:14:28.540304Z,TW,,,,,,,ADFS,adfs,How to integrate ADFS from SaaS,,,,SSO,6101418e-43a0-43f2-968c-7791e28c17c9
2020-07-08T09:19:27.381687Z,TW,,,,,,,ADFS,adfs,How to integrate ADFS from SaaS,,,,SSO,42239661-1fe3-46f2-a707-148e2a1936dd
